Title,Reviews,Sold,Original Price,Store Name,Store City,Description,Order Processing,Positive Feedback,Total Feedback,Product URL
,,,,,,,,,,https://www.bukalapak.com/u/zhermanz
,,,,,,,,,,https://www.bukalapak.com/u/cmc36
,,,,,,,,,,https://www.bukalapak.com/u/ijall99
Keyboard gaming rexus mechanical wired bluetooth wireless 2.4ghz 82 keys rgb tkl 2 tone daxa dx-m82x ultimate m82-xu m-82x ,,,Rp1.447.000,SR4E,Jakarta Utara,"Note: Untuk pheriperal nirkabel yang membutuhkan isi daya baterai, mohon tidak diisi dayanya menggunakan pengisi daya fast charging karena akan membuat baterai bocor.Teknologi Multi Koneksi (Bluetooth, 2.4Ghz Wireless, Wired)Tipe pemasangan Gasket Mount dengan Silicon Pad tanpa bautPilihan warna Case yang Elegan dengan Case Transparan (Smokey Black dan Smokey Clear)Keyboard Layout 75% dengan Knob yang efisienPenggunaan 2 Tone Cherry Profile Keycaps (Black-Grey) dengan ekstra 7 Mint Keycaps + KnobPenggunaan peredam plate dari Poron Foam dan Silicon PadPenggunaan plate switch Polycarbonate untuk suara yang lebih lembutFitur Universal Hotswappable Switch 5-Pin Kailh SocketPilihan Switch Terbaik: Jwick Ultimate Black, Kailh Box White, Jwick T1Dilengkapi dengan fungsi Macro dengan on-board memorySPESIFIKASI PRODUKJumlah Tombol : 82 TombolLampu Latar : South-Facing RGB LEDBahan Case : ABS PA-758Keycaps : Cherry Profile 2-Tone PBTTipe Switch : Hotswap (5 Pin & 3 Pin)Tipe Pemasangan : Gasket MountBahan Plate : PolycarbonatePeredam : Poron Foam + Silicon PadStabilisator : Pre-lubedKonektivitas : 3 Modes (Bluetooth, Wired, 2.4G)Baterai : Lithium Battery 2500mAHKabel : USB Type-C PortDaya : DC 3.7V  5V / 250mAHKompatibilitas : WIN | MACBerat : 980gr +- 20grUkuran : 333.84 x 144.31 x 4Ready !!",± 17 jam,6.339 Feedback Positif,dari 6.731 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hm24ha-jual-keyboard-gaming-rexus-mechanical-wired-bluetooth-wireless-2-4ghz-82-keys-rgb-tkl-2-tone-daxa-dx-m82x-ultimate-m82-xu-m-82x
Keycaps CLV Transparent Transparan Bening 104 Keys Set Mechanical Gaming Keyboard ,1 Ulasan,1 Terjual,Rp220.000,Clover Gaming Indonesia,Bandung,"Clover Gaming Indonesia*TIDAK TERMASUK KEYBOARD (KEYBOARD DIJUAL TERPISAH)MOHON MESSAGE KAMI UNTUK CEK STOK LEBIH DULU :)Untuk mempermudah agan2 semua, silakan langsung message kami jika ada yang ingin ditanyakan :DSeluruh produk yang kami jual merupakan :-> 100% Original-> 100% BNIB-> 100% Garansi Resmi-> What you see is what you getKepuasan agan adalah prioritas utama kami :)============================================. Fit Cherry MX / Kailh / Gateron / Razer / Outemu / other mechanical switch. Designed for backlight / non-backlight mechanical keyboard. Completely blank with no print or legends. 104 Keys",± 1-2 hari,3.247 Feedback Positif,dari 3.590 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/3pn4txv-jual-keycaps-clv-transparent-transparan-bening-104-keys-set-mechanical-gaming-keyboard
Keyboard Gaming Mechanical Outemu Fantech Max Pro MK851 - MaxPro RGB ,,,Rp609.000,Jaya PC,Jakarta Pusat,Keyboard Gaming Mechanical Fantech Max Pro MK851 - Max Pro RGBx000Dx000DGaransi Resmi 1 Tahunx000Dx000DMerk : Fantechx000DType : MK851 Max Prox000DModel : Mechanical Switch Keyboardx000DSwitch : Blue Switch / Brown Switchx000DDustProof : Keys Anti Ghostx000DInterface : Wired USB 2.0x000DCable length : 1.8m Nylon Braided Cooper Cablex000Dx000DFeatures:x000DLighting Effectsx000DAll Keys Anti Ghostx000DAn evolved mechanical switchx000DMedia Controlx000DHigh Speed USB Gaming Grade Cablex000D2 Multi Purpose USB Hub,± 18 jam,43.364 Feedback Positif,dari 44.120 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/24zc6mw-jual-keyboard-gaming-mechanical-outemu-fantech-max-pro-mk851-maxpro-rgb
Keyboard Gaming Mechanical Outemu Fantech Max Core MK852 - Maxcore RGB ,3 Ulasan,4 Terjual,Rp339.000,Jaya PC,Jakarta Pusat,Keyboard Gaming Mechanical Outemu Fantech Max Core MK852 - Maxcore RGBGaransi Resmi 1 TahunTersedia switch Outemu BLUE dan BROWNSpesifikasi :Outemu Blue Switch/Brown SwitchALL ANTIGHOSTINGMultimedia Scroll ControlNon REMOVABLE SwitchNon WATERPROOFRGB keyboard (Hanya RGB Gradient) tidak bisa set pertombolUkuran : 45cm x 23cm x 14cm20 Spectrum Mode LampuDual Shot Keycaps,± 18 jam,43.364 Feedback Positif,dari 44.120 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/342nm4b-jual-keyboard-gaming-mechanical-outemu-fantech-max-core-mk852-maxcore-rgb
Mechanical Keyboard Gaming HAVIT HV-KB380L RGB Backlit With Anti-Ghost Game Key ,,,Rp345.000,gadogadoit,Jakarta Pusat,"Mechanical-Like KeystrokesHAVIT HV-KB380L Semi-Mechanical Gaming Keyboard provides keystrokes that similar to, or even better than mechanical keyboard, giving you a brand new typing/gaming experience.Flexible DIY keycapsRemovable keycaps is supported for DIY , constructed with floating keys, mechanical-similar typing/gaming experience8 sets of anti-ghosting combination keys8 sets of anti-ghosting combination keys, it makes no conflict when each set of these keys is conducted.8 kinds of RGB light modes (Since August 2017)6 areas backlight customization supports. Backlit can be turn off, 4 levels of backlit brightnessBacklit Brightness AdjustmentPress FN+Page UP to increase backlit brightness-0%''""33%''""66%''""100%(default), FN+Page Down to decrease backlit brightness -100%(default)''""66%''""33%''""0%10 breathing rate options availablePress Fn+'''-''' to slow down the breathing rate, and Fn + ''""+''' to speed up the breathing rateMulti Media KeysEasy-to-reach multimedia keys, Fn + F1-F12, provides multimedia controls for entertainment and email. Windows Key lock for gaming,Gold plated USB interface guarantees efficient and stable data transmissionHAVIT HV-KB380L Semi-Mechanical Gaming Keyboard is a plug & play keyboard that there is no driver neededSpecificationsEAN: 6950676272291Dimension""""'446.9mm x (W) 149.3mm x (H) 40.5 mmOperating force :6015gKey number: 104 keysTravel(Total): 4.00.3mmNet weight: 1232gOperating Voltage: 5VOperating Current: 300mACable length :1800mmCompatible with Windows Vista/Win7/Win8/Win10, MAC,Linux",± 1-2 hari,27.711 Feedback Positif,dari 28.381 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/2aqpuqb-jual-mechanical-keyboard-gaming-havit-hv-kb380l-rgb-backlit-with-anti-ghost-game-key
,,,,,,,,,,https://www.bukalapak.com/u/ascaryacomputer
Keyboard Gaming Mechanical Rexus Legionare MX9 RGB LED ,2 Ulasan,2 Terjual,Rp395.000,Jaya PC,Jakarta Pusat,"Keyboard Gaming Mechanical Rexus Legionare MX9 RGB LEDGaransi Resmi 1 TahunKeyboard gaming mekanikal yang dilengkapi dengan switch Outemu berkualitas, dengan dua pilihan switch: biru dan merah.Tiga pilihan warna keyboard yang menarik: Hitam, Biru, PinkLED RGB (16.8 juta spektrum warna) dengan 9 metode pencahayaan.11 tombol untuk fungsi multimedia.Pengaturan tombol WASD dan tombol panah.Konfigurasi tombol tanpa perangkat lunak.Daya tahan switch hingga lebih dari 50 juta kali klik.SWITCH OUTEMU REMOVABLESwitch Outemu merupakan salah satu merek switch keyboard mekanikal yang terkenal. Kualitas dan ketangguhannya sudah terbukti. Rexus Gaming Keyboard Legionare MX9 menggunakan tipe switch Outemu yang dapat dilepas mandiri secara mudah.DUA PILIHAN SWITCHRexus Gaming Keyboard Legionare MX9 memberikan penggunaa pilihan untuk menentukan switch yang sesuai dengan karakteristiknya. Terdapat tiga pilihan switch, yaitu switch Biru dan Merah. Biru adalah switch yang paling clicky dengan actuation force sekitar 50-55gram dan switch merah mempunyai karakter yang lebih lembut dengan actuation force sekitar 45-50gram.DESIGNED FOR GAMINGRexus Gaming Keyboard Legionare MX9 tampil sebagai sebuah karya seni yang akan memfasilitasi aktivitas gaming. Desain simpel, modern, dan maskulin menjadi identitas gaming keyboard ini. Membuat penggunanya merasakan kendali penuh terhadap game yang sedang dimainkan dan merasakan menjadi salah satu pemain gaming professional.87 TOMBOL FUNGSIONALSebagai gaming keyboard TKL, Rexus Gaming Keyboard Legionare MX9 mempunyai 87 tombol yang fungsional sekaligus menjadikan keyboard ini memiliki dimensi yang lebih ramping dibanding keyboard full keys. Dengan ukuran yang tidak terlalu besar, Anda dapat memposisikan keyboard secara bebas untuk mendukung kenyamanan bermain.",± 18 jam,43.364 Feedback Positif,dari 44.120 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4bmsur1-jual-keyboard-gaming-mechanical-rexus-legionare-mx9-rgb-led
,,,,,,,,,,https://www.bukalapak.com/u/bang_will
Rapoo Gaming Backlit Mechanical Gaming Keyboard V500Pro Black ,,,Rp416.000,ASCARYA Computer,Bandung,SpecificationsConnectivityConnection Type : USB cableUSB Type : 3.0Nano USB Receiver : Plug & PlayCompatibilityWindows XP/Vista/7/8/10 : YesmacOS : YesFeaturesMechanical Keys : 104Spill-resistant Design : YesMulti-color adjustable backlight system : YesKey travel distance : 4 mmKeyboard Aluminum Alloy Surface : YesDimensionsKeyboard Height : 37 mmKeyboard Width : 434 mmKeyboard Depth : 131 mmKeyboard Weight : 805 gLanguageStandard Keyboard Layout : QWERTYLocal Layout Options : Yes,± 21 jam,10.258 Feedback Positif,dari 10.258 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hrhwlv-jual-rapoo-gaming-backlit-mechanical-gaming-keyboard-v500pro-black
MSI VIGOR GK41 DUSK KAILH RED MECHANICAL GAMING KEYBOARD ,,,Rp1.050.000,Hariwinata,Jakarta Pusat,"HARAP TANYAKAN STOK TERLEBIH DAHULU SEBELUM DIORDERREGARDS,HariwinataVIGOR GK41 DUSK    Featuring Kailh Red Mechanical Switches    Classic Mix of Multi-color Keycaps    Includes An Additional Keycaps Set for Customization    Per-key RGB with Additional Lightbars    3 Adjustable Keyboard Angles (0, 3, or 7)When the DUSK falls, prepare to take the first step toward dominating your games on the darkest nights. The VIGOR GK41 DUSK features Kailh Red Mechanical Switches, offers per-key RGB with lightbars on the side, and mixes multi-color keycaps to showcase your gaming flair. An additional keycap set is included for personal customization.LINEAR & PRECISEThe Kailh Red mechanical switches offer outstanding feedback and a precise feel with a 50gf linear keystroke for every key press.CUSTOMIZABLE NIGHTFALL KEYCAP COLORSThe VIGOR GK41 DUSK comes with a classic nightfall color combination in gray, black, and red keycaps, along with an included additional Keycaps set that for personal customization and added flair.DISPLAY YOUR TRUE COLORSThe VIGOR GK41 DUSK comes with stunning per-key RGB lighting and additional lightbars with different effects. Create a variety of unique lighting effects via the MSI Center software.3 ADJUSTABLE KEYBOARD ANGLESTwo keyboard feet allow you to set your keyboard at 3 different tilt angles (0, 3, or 7) creating a comfortable wrist position for any gaming session.MODEL NAME VIGOR GK41 DUSK GAMING KEYBOARDKEYBOARD INTERFACE USB 2.0BACKLIGHT Per-key RGB Mystic LightACCESSORIES 1x Key Puller, 1x Additional Keycaps SetSWITCH TYPE Kailh RedOPERATING SYSTEM Windows 10 (or above)N-KEY ROLLOVER 6+N key, full keys anti-ghostingKEY STROKE LIFE 50+ MillionNORMAL KEYS 104 / 105 / 108 keys (different by languages)PRODUCT DIMENSIONS (MM) 422 x 138 x 43 mmWEIGHT (PRODUCT / PACKAGE) 1058g / 1840g",± 13 jam,1.610 Feedback Positif,dari 1.616 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hq6377-jual-msi-vigor-gk41-dusk-kailh-red-mechanical-gaming-keyboard
Keyboard Gaming Mechanical Kingston HyperX Alloy Origins Core TKL RGB ,,,Rp1.400.000,Jaya PC,Jakarta Pusat,"Keyboard Gaming Mechanical Kingston HyperX Alloy Origins Core TKL RGBGaransi Resmi 2 TahunFeatures-HyperX mechanical switches1-Full aircraft-grade aluminum body-Ultra-compact TKL design with detachable USB Type-C cable-Dazzling RGB lighting with dynamic effects-Advanced customization with HyperX NGENUITY software-Three adjustable keyboard angles-Onboard memory for three profiles-Game Mode, 100% anti-ghosting, and N-key rollover functionalitiesSpecifications:KeyboardSwitch : HyperX SwitchType : MechanicalBacklight : RGB (16,777,216 colors)Light effects : Per key RGB lighting3 and 5 brightness levelsOn board memory : 3 profilesConnection type : USB Type-C to USB Type-AAnti-ghosting : 100% anti-ghostingKey rollover : N-key modeLED indicator : YesMedia control : YesGame Mode : YesOS compatibility : Windows 10, 8.1, 8, 7Key SwitchesSwitch : HyperX Red, HyperX AquaOperation Style : liniowy, Wyczuwalny moment zadziaaniaActuation Force : 45gKey Travel Distance : 1.8 mmTotal Travel : 3.8 mmLife Span (Keystrokes) : 80 millionCableType : Detachable, BraidedLength : 1.8 mDimensionsWidth : 360.0 mmDepth : 132.5 mmHeight : 34.5 mmWeight (Keyboard and cable) : 900 g",± 18 jam,43.364 Feedback Positif,dari 44.120 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4gzhbfp-jual-keyboard-gaming-mechanical-kingston-hyperx-alloy-origins-core-tkl-rgb
TOMBOL MECHANICAL KEYBOARD TUTS ALCHA KEYCAPS ABS DOUBLE SHOT BACKLIT 104 KEY ,,,Rp120.000,gadogadoit,Jakarta Pusat,"Specification:Color :BlackBlueGreyOrangePinkPurpleRedWhiteYellowNB : Request Warna Harap Menghubungi Kami Terdaulu Karena Warna Tertentu Terkadang Kosong, Dan Harap di Pilih Warna Yang Di Request & Di Tuliskan Di Keterangan Orderannya yah...Material : ABS Double shotLetters : Transparent letters backlitSize : Standard Layout 104Profile : OEM ProfileCompatible Switches:Cherry MXGateronOutemuKailh",± 1-2 hari,27.711 Feedback Positif,dari 28.381 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/49hufc4-jual-tombol-mechanical-keyboard-tuts-alcha-keycaps-abs-double-shot-backlit-104-key
Keyboard Gaming Mechanical Fantech Maxfit61 MK857 60% - RGB ,,,Rp464.000,Jaya PC,Jakarta Pusat,"Keyboard Gaming Mechanical Fantech Maxfit61 MK857 60% - RGBGaransi Resmi 1 Tahun60% KEYBOARD LAYOUT (61 Tombol)HOT-SWAPPABLE (Support up to 5 pin Switches)Outemu Switch Bawaan (Blue Switch, Red Switch)Pre-Lube Stabilizer (SHIFT, ENTER, SPACE-BAR, BACKSPACE)Include Damper Foam (EVA FOAM)MAGIC FNDetachable Type-COnboard MemoryALL ANTIGHOSTINGRGB Per-KeySoftware MK857 download di website fantechisi dalam kemasan :1 unit MAXFIT61 MK857 HITAM1 buah keycaps puller1 buah switch puller1 buah kabel Type A to Type C1 buah buku manual1 lembar kartu garansi",± 18 jam,43.364 Feedback Positif,dari 44.120 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4gxu6pd-jual-keyboard-gaming-mechanical-fantech-maxfit61-mk857-60-rgb
Keyboard Gaming Mechanical RGB Fantech Maxfit61 MK857 ,3 Ulasan,3 Terjual,Rp432.000,EZZYCOM,Jakarta Pusat,"Garansi Resmi 1 Tahun60% KEYBOARD LAYOUT (61 Tombol)HOT-SWAPPABLE (Support up to 5 pin Switches)Outemu Switch Bawaan (Blue Switch, Red Switch)Pre-Lube Stabilizer (SHIFT, ENTER, SPACE-BAR, BACKSPACE)Include Damper Foam (EVA FOAM)MAGIC FNDetachable Type-COnboard MemoryALL ANTIGHOSTINGRGB Per-KeySoftware MK857 download di website fantechisi dalam kemasan :1 unit MAXFIT61 MK857 HITAM1 buah keycaps puller1 buah switch puller1 buah kabel Type A to Type C1 buah buku manual1 lembar kartu garansi",± 11 jam,4.598 Feedback Positif,dari 4.598 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4gyeagy-jual-keyboard-gaming-mechanical-rgb-fantech-maxfit61-mk857
Keyboard Gaming Mechanical Rexus Legionare MX5.2 TKL - Rainbow LED ,,,Rp346.000,Jaya PC,Jakarta Pusat,"Keyboard Gaming Mechanical Rexus Legionare MX5.2 TKL - Rainbow LEDGaransi Resmi 1 TahunFitur Unggulan:Switch Content 50M LifespanKeyboard 87 Tombol, dengan desain kompak3 Pilihan Tipe SwitchTeknologi Double-shot Injection Keycaps6 Mode LEDSpesifikasiTipe Keyboard: Mechanical KeyboardJumlah Tombol: 87 tombolJenis Tombol: MechanicalTipe Konektor: USB V 2.0Durabilitas: 50.000.000 klikKecepatan Respon: 1msKeycaps: Double Color InjectionLED: LED 6 warnaMaterial: Plastik ABS dengan cover aluminium alloyKabel: Berlapis serat nilonDimensi: 363 x 135 x 36mmBerat: 77020gramPanjang Kabel: 2mKompatibilitas: Windows OS dan MAC OSIsi Kemasan: penarik keycap",± 18 jam,43.364 Feedback Positif,dari 44.120 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4h4496s-jual-keyboard-gaming-mechanical-rexus-legionare-mx5-2-tkl-rainbow-led
Logitech Keyboard Gaming G512 Mechanical RGB GX BLUE CLICKY ,,,Rp525.000,R.william D.T,Bandung,KeyboardGamingLogitechG512CarbonRGBUSBPlusDusSecondFungsinormalBarangmulusKelengkapankeyboarddanDusGaransiToko2Minggu,± 15 jam,2.233 Feedback Positif,dari 2.265 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hoxq7j-jual-logitech-keyboard-gaming-g512-mechanical-rgb-gx-blue-clicky
Kabel Coiled Rexus Daxa DX-CC1 - CC1 USB Type C for Mechanical Keyboard ,2 Ulasan,2 Terjual,Rp319.000,Odomart Gaming,Jakarta Utara,"Spesifikasi Warna Hitam dan Putih :Kabel       : USB 2.0 dengan Port berlapis emasKonektor    : - USB-C (Port Type C yang terkoneksi ke keyboard) ke USB-A (Terkoneksi ke PC) Material    : - Konektor Metal 5 Pin yang bisa dilepas  pasangKonektor metal + Pelindung kabel TPU (Thermoplastic Polyurethane) + Jaring rajutPembungkus kepala USB menggunakan bahan plastic molding yang penuh warna Tegangan dan Arus       : 5V/2ARata-rata Transmisi Sinyal  : 480 mbpsPanjang Total Kabel     : Dengan type-C (termasuk spiral) 1,80mPanjang Kabel Lurus     : Dengan type-A 1,50mSpesifikasi Warna Violet: Kabel spiral Tipe konektor: USB 2.0, berlapis emas, USB-C (Port Type C yang terkoneksi ke keyboard) ke USB-A (Terkoneksi ke PC) Material kabel: Pelindung kabel TPU (thermoplastic polyurethane) + jaring rajutTegangan dan arus: 5V/2ARata-rata transmisi sinyal: 480Mbps Panjang total kabel dengan Type C (termasuk spiral): 1,75 meter Panjang kabel lurus dengan USB-A: 1,5 meter",± 23 jam,1.432 Feedback Positif,dari 1.481 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/aksesoris-lainnya-241/4gors77-jual-kabel-coiled-rexus-daxa-dx-cc1-cc1-usb-type-c-for-mechanical-keyboard
Redragon DRAGONBORN K630 RGB - K630W RGB Mechanical Gaming Keyboard ,4 Ulasan,4 Terjual,Rp385.000,Clover Gaming Indonesia,Bandung,"Clover Gaming IndonesiaK630W ini ada 2 versi single LED warna pink dan RGBMOHON MESSAGE KAMI UNTUK CEK STOK LEBIH DULU :)Spesifikasi lebih detail mengenai produk ini dapat dilihat di website resmi RedragonUntuk mempermudah agan2 semua, silakan langsung message kami jika ada yang ingin ditanyakan :DSeluruh produk yang kami jual merupakan :100% Original100% Garansi ResmiWhat you see is what you getKepuasan agan adalah prioritas utama kami :)============================================Specs :K630 RGB/K630W RGBRemovable Switch (3 pin)Outemu Brown SwitchQuite/soft touch/durable key61 keys, detachable cable, portable for travelN-Key rollover / Anti-ghostingLED RGB",± 1-2 hari,3.247 Feedback Positif,dari 3.590 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4g444am-jual-redragon-dragonborn-k630-rgb-k630w-rgb-mechanical-gaming-keyboard
Noxelic Arabic ABS Fullset Keycaps for Mechanical Keyboard ,,,Rp149.000,Clover Gaming Indonesia,Bandung,"Clover Gaming Indonesia===============MOHON MESSAGE KAMI UNTUK CEK STOK LEBIH DULU :)Untuk mempermudah agan2 semua, silakan langsung message kami jika ada yang ingin ditanyakan :DSeluruh produk yang kami jual merupakan :100% Original100% BNIB100% Garansi ResmiWhat you see is what you getKepuasan agan adalah prioritas utama kami :)============================================Features- ABS Material- OEM Profile- 104 Keys- Backlit- Extra Thick- High Quality Resolution Print- Fit for mechanical keyboard switch : Cherry MX, Outemu, Gateron, etc (+ shape)- Compatible with Full size, TKL, and 60%- Keycaps 100% NEW",± 1-2 hari,3.247 Feedback Positif,dari 3.590 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/aksesoris-lainnya-241/4hpi3s1-jual-noxelic-arabic-abs-fullset-keycaps-for-mechanical-keyboard
Keyboard Gaming Mechanical Rexus Daiva RXD68/ RX-D68 RGB LED ,,,Rp549.000,Jaya PC,Jakarta Pusat,"Keyboard Gaming Mechanical Rexus Daiva RXD68/ RX-D68 RGB LEDGaransi Resmi 1 TahunKeyboard mekanikal yang dilengkapi dengan switch Outemu berkualitas, dengan tiga pilihan switch: biru, merah, coklat. LED RGB (16.8 juta spektrum warna) dengan 9 metode pencahayaan. Daya tahan switch hingga lebih dari 50 juta kali klik. Varian warna menarik: Hitam dan putihDesain Elegan MinimalisKeyboard Rexus DAIVA tampil sebagai sebuah karya seni yang akan memfasilitasi aktivitas gaming. Desain simpel, modern, dan maskulin menjadi identitas gaming keyboard ini.68 Tombol Multi-fungsiDengan layout mini, Rexus DAIVA mempunyai 68 tombol yang fungsional sekaligus menjadikan keyboard ini memiliki dimensi yang makin praktsi.Switch Outemu Durabilitas 50 Juta KlikSwitch Outemu merupakan salah satu merek switch keyboard mekanikal yang terkenal. Kualitasnya setara dengan switch keyboard kelas menengah. Keyboard Rexus DAIVA menggunakan tipe switch Outemu yang bisa dilepas secara mandiri (Removable outemu socket).Tiga Tipe SwitchKeyboard Rexus DAIVA memberikan pengguna pilihan untuk menentukan switch yang sesuai dengan karakteristiknya. Terdapat tiga pilihan switch, yaitu switch biru, merah, dan coklat.Spesifikasi:Model: Keyboard mekanikal RGBJumlah Tombol: 68 tombol (Full Anti-ghost)Tipe Tombol: Injeksi dua warnaDaya Tahan Switch: 50.000.000 klikSuhu Ideal Pengoperasian: -10C to+40CSuhu Ideal Penyimpanan: -10C to+40CTegangan & Arus: 4.5V~5.5V, 300mAKompatibilitas: Windows OS (Windows 98, 2000, XP, ME, Vista, Win7, Win8, Win10) dan MAC OSDimensi: 312 x 105 x 30.5mmBerat Bersih: 50510g/unitIsi Paket:Keyboard Rexus DAIVASwitch cadanganBuku manual",± 18 jam,43.364 Feedback Positif,dari 44.120 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4h0m9zs-jual-keyboard-gaming-mechanical-rexus-daiva-rxd68-rx-d68-rgb-led
Keyboard Mechanical Gaming Wireless Bluetooth 2.4G K68 ,,,Rp399.000,APREGIO MUSIK,Surabaya,"produkKeyboard Mechanical Red Switch Rasakan sensasi mengetik tombol-tombol mechanical yang lebih taktis dan nyaman. Sensasi pantulan akan terasa pada jari sehingga Anda dapat mengetik dengan lebih nyaman. Warna switch yang digunakan adalah merah dengan karakter suara yang tidak begitu berisik dan tidak memberikan kickback ketika tombol ditekan.  Kombinasi Warna Menarik Keyboard ini memiliki kombinasi warna pastel menarik yang dapat menambah estetika setup PC ataupun laptop Anda. Tampilannya yang menarik ini menjadi salah satu keunggulan tersendiri dari keyboard-keyboard pada umumnya. Pemilihan warna yang kontras pada tombol keyboard membuatnya mudah terlihat di berbagai situasi.  Ringkas dengan 68 Tombol Keyboard gaming ini menghadirkan desain 68 tombol yang ringkas dan sempurna untuk kebutuhan bermain game Anda sehari-hari. Selain bermain game, dengan total 68 tombol yang tersedia, keyboard gaming ini juga bisa Anda gunakan untuk kebutuhan kantor atau pekerjaan sehari-hari.   Koneksi USB dan Bluetooth Keyboard gaming ini mendukung mode 2.4 G dan mode Bluetooth 5.0 sehingga kompatibel dengan semua komputer desktop, laptop, dan perangkat seluler. Bobot keyboard yang ringan juga membuatnya lebih nyaman untuk dibawa ke mana pun Anda butuhkan.  Bahan Berkualitas Terbuat dari bahan ABS berkualitas membuat setiap tombol dapat berfungsi dengan baik dalam jangka waktu yang lama. Tulisan pada tombol pun tidak mudah hilang berkat pencetakan injeksi dua warna yang memastikan tulisan dan huruf yang tertera pada tombol tetap terlihat dengan Jelas",± 1-2 hari,6.035 Feedback Positif,dari 6.278 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hr1gwv-jual-keyboard-mechanical-gaming-wireless-bluetooth-2-4g-k68
,,,,,,,,,,https://www.bukalapak.com/u/agussurachmanto
COOLER MASTER CK721 65% SILVER WHITE BROWN SWITCH WIRELESS MECHANICAL GAMING KEYBOARD ,,,Rp699.000,Hariwinata,Jakarta Pusat,"HARAP TANYAKAN STOK TERLEBIH DAHULU SEBELUM DIORDERREGARDS,HariwinataCK721 65% Gaming KeyboardYour Everyday PC CarryThe CK721 wireless mechanical keyboard is an elegant small form factor solution for both work and play. A 65% keyboard layout and hybrid wireless technology emphasizes portability with nearly universal OS & platform compatibility, while a sandblasted aluminum body imbues the sleek durability necessary in an everyday workhorse. In addition, mechanical switches give you the reliable performance, feel, and responsiveness you can count on. With all the features you need that just work, the CK721 is your go-to keyboard you want in the office and your gaming setup.PORTABLE 65% LAYOUT & SOFT WRIST RESTLow-friction cloth to keep you comfortable during long gaming sessions along with a compact layout and design, perfect for on-the-go use with mobile devices and laptops.Keyboard Switch Type    TTC Mechanical Switch (Red/Blue/Brown)Keyboard Keycaps    ABS Painting & Laser Engraved, OEM ProfileKeyboard Material   Aluminum, PlasticKeyboard Color  Space Gray, Silver WhiteKeyboard LED Color  RGB, 16.7 million colorsKeyboard Polling Rate   1000Hz (Wired/2.4GHz Mode), 125Hz (Bluetooth Mode)Keyboard Response Time  1ms (Wired/2.4GHz Mode), 8ms (Bluetooth Mode)On-the-fly System   YesKeyboard Multimedia Key     Through Function Key (FN)Connectivity    Wired, 2.4 GHz, Bluetooth 5.1Charging    Support Wired chargingBattery     2000mAhBattery Life    73hrs (LED Off)Compatible OS   Windows 8+, Mac OS X 10.10+, Android, iOSSoftware Support    Cooler Master MasterPlus+Keyboard Cable  1.8m, USB Type C to Type A, Detachable & BraidedWrist rest  Cloth/SBR, 334 x 95 x 18 mmKeyboard Dimensions (L x W x H)     Standard: 334 x 118 x 37 mm, With 1st stage feet open: 334 x 118 x 43 mm, With 2nd stage feet open: 334 x 118 x 46 mmKeyboard Weight     764g (without Cable & Dongle)Warranty    2 yearsProduct     Keyboard",± 13 jam,1.610 Feedback Positif,dari 1.616 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hpdhmy-jual-cooler-master-ck721-65-silver-white-brown-switch-wireless-mechanical-gaming-keyboard
