Title,Reviews,Sold,Original Price,Store Name,Store City,Description,Order Processing,Positive Feedback,Total Feedback,Product URL
Rexus Keyboard Gaming Mechanical Daxa M61 Barebone ,,,Rp1.949.000,Rexus Store,Jakarta Utara,"Lini Daxa Kembali memeriahkan dunia modifikasi keyboard dengan menghadirkan Keyboard Gaming Mekanikal Daxa M61 Barebone. Untuk Anda yang hobi merakit keyboard dari awal hingga mendapatkan keyboard terbaik di genggaman, segera bersiap! Fitur Unggulan Stylish Design with The Newest Case Style South-Facing Switches Better Hot-swappable Switch Music Synchronize Through LED with Software Spesifikasi Teknis Layout			: 61 Tombol Cara Pemasangan	: Tray Mount Dukungan Switch	: Hotswap (3 & 5 Pin) Lampu Latar		: South-Facing RGB LED Material Case       : Resin, CNC Aluminium, CNC Acrylic Keycaps		: Tidak Termasuk Switch			: Tidak Termasuk Stabilizer		: Termasuk (Un-lubed) Koneksi			: Kabel Peredam		: Plate + Case Eva Foam Kabel			: 1.8m Golden Braided Type-C  Daya			: 3.7V-5V / 300Ma Dukungan Sistem	: Windows 98, 2000, XP, ME, Vista, Win7, Win8, Win10, Win11, dan Mac OS  Isi paket Daxa M61 Barebone:  -1x Keyboard Daxa M61 Barebone -1x Eva Foam Plate -1x Eva Foam Case -1x Kabel USB Type-C 1.8m -1x Penarik Switch / Keycaps -1x Panduan Pengguna -1x Kartu Garansi",± 1-2 hari,7.354 Feedback Positif,dari 7.476 feedback,https://www.bukalapak.com/p/g-komputer/g-gaming/g-mouse-keyboard-gaming/4h2kdlv-jual-rexus-keyboard-gaming-mechanical-daxa-m61-barebone
E-YOOSO Z19 98% Fulsize RGB Hotswap Mechanical Gaming Keyboard ,,,Rp495.000,Chemicy Gaming,Jakarta Pusat,"BARANG BARU 100% ORIGINALKeuntungan klean kalo belanja di Chemicy Gaming : Dapat packing lapis tambahan agar barang aman Fast delivery untuk Instant Kurir (Gojek / Grab) Fast proses untuk pengiriman ekspedisi Bisa request untuk pengiriman kurir khusus untuk barang besar (Kursi / Meja) Dapat BONUS merchandise extra selama tersediaDiwajibkan untuk rekam video saat unboxing barang (TANPA DI PAUSE / CUT) agar terdapat bukti valid jika misal ada cacat fisik / kerusakan saat diterima.Tanpa adanya video ini, maka garansi tukar tidak berlaku!Silahkan baca ketentuan, jam kerja serta kebijakan garansiMEMBELI = SUDAH MEMBACA & SETUJUSpesifikasi : 98% Mechanical Keyboard Hotswapable outemu switch 3 pin Windows & Mac support RGB Multiple light mode adjustment Type-C WiredHARAP CEK STOCK SEBELUM ORDER",± 1-2 hari,4.556 Feedback Positif,dari 4.556 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hjplas-jual-e-yooso-z19-98-fulsize-rgb-hotswap-mechanical-gaming-keyboard
Keychron K8 Pro Hot-swappable Fully Assembled Mechanical Keyboard ,,,Rp2.049.000,GeekyTech,Jakarta Selatan,"Garansi Resmi 1 Tahun KeychronBarang Original KeychronBrand New In Box ( BNIB )Ready StockJika ada Kerusakan pada unit, Kami akan bantu Claim secara GratisKeychron K8 Pro QMK/VIA Fully Assembled Mechanical KeyboardVarian:White Backlight Plastic Frame (Red, Blue, Brown Switch)RGB Backlight Plastic Frame (Red, Blue, Brown Switch)RGB Backlight Aluminium Frame (Red, Blue, Brown Switch)Keychron K8 Pro QMK/VIA Wireless Mechanical Keyboard allows anyone to master any keyboard keys or macro commands through VIA, it has included keycaps for both Windows and macOS, and users can hotswap with any MX mechanical switch in a breeze.SPECIFICATIONNumber of Keys: 87 (Tenkeyless)Switches (Not including Barebone Version): Gateron G Pro MechanicalSwitch Face: South-facing RGBStabilizers: PCB-mounted screw-in stabilizersNumber of Multimedia Keys: 12Frame Material: ABS / ABS+Aluminum frameKeycap Material (Not including Barebone Version): Double-shot PBTKeycap Profile: OSA (OEM profile with spherical-angle)Layout: ANSIPolling Rate (Wired Mode): 1000HzPolling Rate (Wireless Mode): 90HzN-Key Rollover (NKRO): Yes for both wireless and wired modesCONNECTIVITY AND POWERBacklit: 19 types of RGB backlight options plus endless possibilitiesBattery: 4000 mAh Rechargeable li-polymer batteryBT Working Time (Backlit off): Up to 300 hours (Lab test result may vary by actual use)BT Working Time (RGB): Up to 100 hours (Lowest brightness)Connection: Bluetooth and Type-C cableBluetooth version: 5.1Bluetooth Device Name: Keychron K8 ProCompatible System: macOS/Windows/Linux",± 14 jam,1.300 Feedback Positif,dari 1.317 feedback,https://www.bukalapak.com/p/g-komputer/g-aksesoris/g-keyboard/4hmq907-jual-keychron-k8-pro-hot-swappable-fully-assembled-mechanical-keyboard
Rexus Legionare MX5.1 Rainbow TKL Mechanical Keyboard ,1 Ulasan,1 Terjual,Rp309.000,Chemicy Gaming,Jakarta Pusat,"Switch : Blue / Brown (CANTUMKAN DI NOTE UNTUK PENJUAL ATAU DI KIRIM RANDOM)Most Valuable 87 Keys KeyboardMeneruskan kesuksesan Rexus Mechanical Keyboard MX5, Rexus Mechanical Keyboard MX5.1 tampil dengan desain dan performa yang mirip dengan pendahulunya. Desain elegan tampak dalam perpaduan antara metal dan plastik berkualitas. Dengan model Ten Key Less (TKL),Desain Modern dan SimpleKeyboard ini menggunakan 87 switch sehingga ukuran keyboard ideal digunakan sebagai keyboard gaming. Dengan ukuran 36,3 x 13,3 x 3,2 cm, keyboard ini dapat dipindah posisinya secara leluasa. 87 Mechanical Switch Anti-ghostingRexus Mechanical Keyboard MX5.1 menggunakan 87 switch independen merek Content yang masing-masing punya durabilitas hingga 50 juta kali klik. Kesemua switch tersebut mempunyai kemampuan anti-ghosting sehingga tetap aktif meski ditekan semuanya. Hot Removable Independent Blue Switch Ke-87 switch pada Rexus Mechanical Keyboard MX5.1 dapat dicopot dan diganti sendiri oleh pengguna secara mudah. Pada paket pembelian, disertakan switch puller yang akan membantu pengguna saat ingin melepaskan switch.6 Colors LED with 11 Lighting ModeRexus Mechanical Keyboard MX5.1 dilengkapi dengan 6 macam warna LED yang bisa diatur untuk 11 macam pencahayaan yang menarik. SpesifikasiTipe Keyboard: Mechanical KeyboardJumlah Tombol: 87 Anti-ghosting: Semua tombolJenis Tombol: MechanicalTipe Konektor: USB V 2.0Durabilitas: 50.000.000 klikKecepatan Respon: 1msKeycaps: Double Color InjectionLED: LED 6 warnaMaterial: Plastik ABSTegangan dan arus: 4.5V~5.5V, 10330mAKabel: Berlapis serat nilonPanjang Kabel: 2mBerat bersih: 770 20gramDimensi: 363 (P) x 13,3 (L) x 3,2 (T) cmGaransi Resmi 1 Tahun Rexus IndonesiaHARAP CEK STOCK SEBELUM ORDER",± 1-2 hari,4.556 Feedback Positif,dari 4.556 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/1vcboca-jual-rexus-legionare-mx5-1-rainbow-tkl-mechanical-keyboard
Service Retrobright Lube Mechanical Keyboard Jadul Retro Vintage Lubing Servis ALPS Switch Buckling Spring Cherry MX Topre dll ,,,Rp50.000,Kutualay,Kab. Bogor,"Retrobright / lube / service spesialis keyboard retro atau jadul.Jika keyboard jadul agan menguning atau switch kurang enak, dapat kami perbaiki atau istilah lainnya adalah retrobright.Kami juga bisa ganti switch yang rusak, selama persediaan switch yg sama ada.Silahkan chat untuk informasi lebih lanjut.Waktu pengerjaan bervariasi tergantung tingkat kesulitan dan ketersediaan waktu teknisi.",± 18 jam,8.849 Feedback Positif,dari 8.851 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/aksesoris-lainnya-241/4hkmu5p-jual-service-retrobright-lube-mechanical-keyboard-jadul-retro-vintage-lubing-servis-alps-switch-buckling-spring-cherry-mx-topre-dll
,,,,,,,,,,https://www.bukalapak.com/u/geekytech
,,,,,,,,,,https://www.bukalapak.com/u/sonny467
E-YOOSO Z11T 60% Mini RGB Hotswap Mechanical Gaming Keyboard ,,,Rp299.000,Chemicy Gaming,Jakarta Pusat,"BARANG BARU 100% ORIGINALKeuntungan klean kalo belanja di Chemicy Gaming : Dapat packing lapis tambahan agar barang aman Fast delivery untuk Instant Kurir (Gojek / Grab) Fast proses untuk pengiriman ekspedisi Bisa request untuk pengiriman kurir khusus untuk barang besar (Kursi / Meja) Dapat BONUS merchandise extra selama tersediaDiwajibkan untuk rekam video saat unboxing barang (TANPA DI PAUSE / CUT) agar terdapat bukti valid jika misal ada cacat fisik / kerusakan saat diterima.Tanpa adanya video ini, maka garansi tukar tidak berlaku!Silahkan baca ketentuan, jam kerja serta kebijakan garansiMEMBELI = SUDAH MEMBACA & SETUJUSpesifikasi : 60% Mechanical Keyboard Transparent case with RGB Hotswapable outemu switch 3 pin Windows & Mac support Monochromatic blue backlight Multiple light mode adjustment Type - C WiredHARAP CEK STOCK SEBELUM ORDER",± 1-2 hari,4.556 Feedback Positif,dari 4.556 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hjpjcd-jual-e-yooso-z11t-60-mini-rgb-hotswap-mechanical-gaming-keyboard
Rexus Heroic KX3 65% Mechanical Gaming Keyboard ,,,Rp269.000,Chemicy Gaming,Jakarta Pusat,"BARANG BARU 100% ORIGINALKeuntungan klean kalo belanja di Chemicy Gaming : Barang 100% ORIGINAL 100% NEW Garansi Resmi masing"" distributor Garansi tukar baru apabila barang diterima terdapat cacat fisik WAJIB VIDEO UNBOXING NO CUT / PAUSE Klaim Garansi MUDAH & PASTI DIBANTU sampai selesai Dapat packing lapis tambahan agar barang aman Fast delivery untuk Instant Kurir (Gojek / Grab) Fast proses untuk pengiriman ekspedisi Bisa request untuk pengiriman kurir khusus untuk barang besar (Kursi / Meja) Dapat BONUS merchandise extra selama tersediaDiwajibkan untuk rekam video saat unboxing barang (TANPA DI PAUSE / CUT) agar terdapat bukti valid jika misal ada cacat fisik / kerusakan saat diterima.Tanpa adanya video ini, maka garansi tukar tidak berlaku!Silahkan baca ketentuan, jam kerja serta kebijakan garansiMEMBELI = SUDAH MEMBACA & SETUJUSpesifikasi : Tombol Mekanik : 68 tombol dengan 26 tombol Anti-Ghosting Konektivitas : Kabel USB Tegangan & Arus Operasi : 3.3V~5.5V, 150mA Switch : SNK Switch (Biru, Merah, Coklat) Temperatur Kerja : -10~+40 degrees celcius Temperatur Penyimpanan : -10~+40 degrees Celcius Teknik Cetak Keycap : Injeksi Ganda Kabel USB : Kabel Type-C PVC 1.5M Bobot : 600g +- 10g Ukuran : 310 x 126 x 39mm Durabilitas : 50 juta kali Kompatibilitas : Windows OS (Windows 98, 2000, XP, ME, Vista, Win7, Win 8, Win 10) & MAC OSHARAP CEK STOCK SEBELUM ORDER",± 1-2 hari,4.556 Feedback Positif,dari 4.556 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hoh47d-jual-rexus-heroic-kx3-65-mechanical-gaming-keyboard
Komic Mechanical Hotswap Gaming Keyboard 60% / 61 Keys RGB KG-KM610 ,,,Rp1.199.000,Komic Gaming Gear,Jakarta Pusat,"WELCOME DEALER :)PRODUK YANG DITAMPILKAN BERARTI STOCK READY GARANSI 1 TAHUNMechanical Hotswap Keyboard Komic KG-KM610 Outemu Brown SwitchSpesifikasi :Model : Keyboard Mechanical RGBJumlah Tombol : 61 Keys / 60%Daya Tahan Switch : 50.000.000 KlikSuhu Ideal Pengoperasian & Penyimpanan : -10C to +40CTegangan & Arus : 4.5V ~ 5.5V, 300mADimensi : 292 x 102 x 34 mmBerat Bersih : 476.5g  10g/unitKompatibilitas : Windows 98, 2000, XP, ME, Vista, Win7, Win8, Win10 & MAC OSWarna : Red Black , All White, Black Red",± 1-2 hari,1.026 Feedback Positif,dari 1.052 feedback,https://www.bukalapak.com/p/g-komputer/g-gaming/g-mouse-keyboard-gaming/4hbdirg-jual-komic-mechanical-hotswap-gaming-keyboard-60-61-keys-rgb-kg-km610
Press Play Voyager 68 V2 Lite RGB Hotswap Mechanical Gaming Keyboard ,,,Rp739.000,Chemicy Gaming,Jakarta Pusat,"GARANSI RESMI INDONESIA 1 TAHUNKeuntungan klean kalo belanja di Chemicy Gaming : 100% NEW & ORIGINAL Garansi TUKAR BARU apabila barang diterima terdapat cacat fisikWAJIB VIDEO UNBOXING NO CUT / PAUSE Layanan After Sales Fast Response Bisa request untuk pengiriman kurir khusus untuk barang besar (Kursi / Meja) BONUS merchandise extra selama tersediaADA BAIKNYA CEK STOCK SEBELUM ORDER MAS GAN )Spesifikasi Layout : 65% Size : 32.5 cm x 12 cm x 2 cm (front) + 3 cm (back) Jumlah tombol : 67 Tombol Facing : South Facing Hotswappable : Universal Hotswap 3/5 pin Switch : Istone Red (linear, 45g), Istone Brown (tactile, 55g) Material : Keycaps Doubleshot PBT. Tipe mounting : Gasket Mount Lampu LED : RGB Connection : Kabel Feet : Adjustable Fitur tambahan : -",± 1-2 hari,4.556 Feedback Positif,dari 4.556 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hpbt8j-jual-press-play-voyager-68-v2-lite-rgb-hotswap-mechanical-gaming-keyboard
Zuoya LMK81 Barebone Hotswap Mechanical Gaming Keyboard Kit ,,,Rp1.499.000,Chemicy Gaming,Jakarta Pusat,"Keuntungan klean kalo belanja di Chemicy Gaming : 100% NEW & ORIGINAL Garansi TUKAR BARU apabila barang diterima terdapat cacat fisikWAJIB VIDEO UNBOXING NO CUT / PAUSE Layanan After Sales Fast Response Bisa request untuk pengiriman kurir khusus untuk barang besar (Kursi / Meja) BONUS merchandise extra selama tersediaADA BAIKNYA CEK STOCK SEBELUM ORDER MAS GAN )Spesifikasi Layout : 75% Size : - Jumlah tombol : 81 Tombol Facing : South Facing Hotswappable : Hotswap 3-Pin & 5-Pin Switch : Barebone Material : Alu Case Tipe mounting : Gasket Mount Lampu LED : RGB Connection : Wired, Bluetooth, Wireless Dongle 2.4Ghz (Batre 3000mAh) Feet : - Fitur tambahan : Rotary Knob",± 1-2 hari,4.556 Feedback Positif,dari 4.556 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hpmgv7-jual-zuoya-lmk81-barebone-hotswap-mechanical-gaming-keyboard-kit
,,,,,,,,,,https://www.bukalapak.com/u/kutualay_store
E-YOOSO Z11 Wireless Hotswap RGB Mechanical Gaming Keyboard ,,,Rp515.000,Chemicy Gaming,Jakarta Pusat,"BARANG BARU 100% ORIGINALKeuntungan klean kalo belanja di Chemicy Gaming : Dapat packing lapis tambahan agar barang aman Fast delivery untuk Instant Kurir (Gojek / Grab) Fast proses untuk pengiriman ekspedisi Bisa request untuk pengiriman kurir khusus untuk barang besar (Kursi / Meja) Dapat BONUS merchandise extra selama tersediaDiwajibkan untuk rekam video saat unboxing barang (TANPA DI PAUSE / CUT) agar terdapat bukti valid jika misal ada cacat fisik / kerusakan saat diterima.Tanpa adanya video ini, maka garansi tukar tidak berlaku!Silahkan baca ketentuan, jam kerja serta kebijakan garansiMEMBELI = SUDAH MEMBACA & SETUJUSpesifikasi : 60% Mechanical Keyboard Hotswapable outemu switch 3 pin Windows & Mac support RGB Wired+2.4G+Bluetooth+charging 1 Years warranty T&C applyHARAP CEK STOCK SEBELUM ORDER",± 1-2 hari,4.556 Feedback Positif,dari 4.556 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/keyboard/4hlccu1-jual-e-yooso-z11-wireless-hotswap-rgb-mechanical-gaming-keyboard
Armaggeddon Mechanical Keyboard MKA-11R RGB Raptor - Garansi Resmi 2 Tahun ,14 Ulasan,59 Terjual,Rp699.000,Official Armaggeddon,Jakarta Utara,"NOTE : UNTUK FREE PACKAGING DUS SYARAT & KETENTUAN BERLAKU ( JIKA TIDAK DI PACKING DUS NO COMPLAIN)If youre looking for pinpoint accuracy, extreme comfort or just the feel of total world domination at your fingertips, the RGB Raptor MKA-11R is just the keyboard for you!Explore a world of lightning fast response and addictive tactility with Armaggeddons latest range of 3 segment mechanical keyboards.Designed for gamers with a larger gaming surface, the RGB Raptor MKA-11R features both the satisfying crunch of the high quality OUTEMO Blue switchesEnjoy gaming with a higher accuracy and for longer durations with less pressure on your fingers.Specifications: High quality switches and long life up to 50 million operations3 segments total 104 mechanical switchesbuilt-in with LED backlight6 fully Macro-AbleTM keysAdjustable keys effective time in 7 speed transmission from 1ms ~ 16msAdjustablepolling rate: 125Hz/250Hz/500Hz/1000HzMultimedia keys with built-in programAdjustable keys response timeAdjustable backlighting effects on keyboard buttonCharacteristic keycaps for WASD and arrow keysGaming mode option for deactivation of windows key1.8 meters multiflex cord wrapped with ultra-durable cable jacket1 Garansi Resmi Distributor 2 Tahun (Keyboard)",± 1-2 hari,2.570 Feedback Positif,dari 2.826 feedback,https://www.bukalapak.com/p/g-komputer/g-aksesoris/g-keyboard/2drqkxp-jual-armaggeddon-mechanical-keyboard-mka-11r-rgb-raptor-garansi-resmi-2-tahun
Keyboard Gaming Mechanical Altec ALGK-8614 - Multimedia RGB Red Switch ,,,Rp799.000,SET Gaming Gear Official,Jakarta Pusat,"SELAMA BARANG DAPAT DIBELI, BERARTI READY YA!SILAHKAN DIORDER!Desain kenop mode ganda.Anda dapat menyimpan efek ketat yang dideskripsikan dengan 3 tombol berbeda.Desain tombol pintas multimedia.Keycaps injeksi gandaDidesain dengan sakelar mekanis untuk daya tahan dan sentuhan tangan yang luar biasa.Tombol merespon secara sensitif, memicu stroke 2.Omm.Sandaran tangan menggunakan teknologi pengelasan ultrasonik, dan desain magnetik sangat cocok dengan keyboard.8. Keyboard ini akan mematikan lampu latar saat beralih ke mode tidurKeyboard Mechanical Red SwitchKonektivitas: USB BerkabelJumlah kunci: 104/105/106/107Kekuatan kunci: 6010gMasa pakai kunci: 50 juta klikNilai tegangan/arus: DC 5V /250mABerat produk: 0.83kgUkuran produk: 435 (L) x 123 (L) x 38,5 (T) mmUkuran baki tangan: 435 (L) x 68 (L) x 14.5(H)mmPlatform operasi: Menangkan XP / Vista/7/8/10Garansi 1 TahunSoftware / Driver Produk (Diantara kata drive google com dikasih tanda titik) : drive google com/file/d/1nS2YFFa1wi62gZ-ri6UAJDMqOIauHLuY/view?usp=sharing",± 20 jam,4.013 Feedback Positif,dari 4.100 feedback,https://www.bukalapak.com/p/g-komputer/g-gaming/g-mouse-keyboard-gaming/4h532f1-jual-keyboard-gaming-mechanical-altec-algk-8614-multimedia-rgb-red-switch
Rexus Daxa M100X Ultimate Keyboard Gaming Mechanical M100 X M 100 X ,1 Ulasan,1 Terjual,Rp989.999,DUNIA COMPUTER DAN SERVICE,Jakarta Barat,"Note:Garansi Resmi 1 TahunDeskripsi:Rexus Daxa M100X Ultimate Keyboard Gaming Mechanical M100 X M 100 XKeyboard Gaming Mekanikal DAXA M100X Ultimate hadir untuk melengkapi lini DAXA yang semakin gahar dari segi fungsionalitas dan menarik dari segi elegansi. Keyboard ini memiliki layout 100% yang sudah south facing, tanpa interference dengan keycap Cherry Profile yang sudah digunakan untuk 98 tombolnya.Teknologi Multi Koneksi (Bluetooth, 2.4Ghz Wireless, Wired)Tipe pemasangan Gasket dengan bahan SiliconPenggunaan plate switch Polycarbonate untuk suara yang lebih lembutTerdapat dampener plate dan dampener case dengan bahan SiliconFitur Universal Hotswappable Switch 5-Pin Kailh SocketWarna transparan dengan Case Transparan Polycarbonate Smokey BlackPenggunaan 2-Tone Cherry Profile Keycaps (Black, Blue)Dilengkapi dengan fungsi Macro dengan on-board memoryFITUR UNGGULANTHE MOST COMPLETE CONNECTIONELEGANT AND LUXURY DESIGNGASKET-MOUNTED FOR BETTER EXPERIENCESOUTH-FACING SWITCHES BETTERSTYLISH KEYCAPS COLOR COMBINATIONHOT-SWAPPABLE SWITCH TECHNOLOGYSPESIFIKASI PRODUKJumlah Tombol : 98 TombolLampu Latar : South-Facing RGB LEDBahan Case : Polycarbonate Smokey BlackKeycaps : Cherry Profile 3-Tone PBT Double InjectionTipe Switch : Hotswap (5 Pin & 3 Pin)Switch : JWK Ultimate Black / Gateron Pro Yellow V.2 / Kailh Box WhiteStabilisator : Pre-lubedKonektivitas : 3 Modes (Bluetooth, Wired, 2.4G)Tipe Pemasangan : Gasket MountBaterai : Lithium Battery 3000 mAHDaya : 5V/1AKompatibilitas : WIN | MACUkuran : 38.9 x 13.9 x 4.4 cm",± 13 jam,11.741 Feedback Positif,dari 12.296 feedback,https://www.bukalapak.com/p/g-komputer/g-aksesoris/g-keyboard/4hi6o4g-jual-rexus-daxa-m100x-ultimate-keyboard-gaming-mechanical-m100-x-m-100-x
Keyboard Gaming Rexus Daxa M84 Classic Mechanical Keyboard Gaming ,,,Rp729.000,AKA Official ,Jakarta Barat,"NOTE : *FREE Wristpad TKL periode promo 26 - 3 DecDimensi dan desain yang simpel dan penuh gayaDual-tone Keycaps dengan pilihan warna yang berkelasTeknologi Hot-swappable switch.Dilengkapi dengan fungsi Macro untuk mendukung permainan dan aktivitas mengetik yang lebih mudah dan lengkapFitur UnggulanStylish Design in Two Tone KeycapsKeyboard Gaming Mekanikal Daxa M84 Classic hadir dengan desain yang stylish dan warna keycaps dual-tone blue dan white dipadukan dengan white case.Pogrammable RGB LEDKeyboard Gaming Mekanikal Daxa M84 Classic diperkaya dengan LED RGB pada tiap tombol dan sisi keyboard yang dapat diatur sesuai dengan keinginan. Untuk mengatur LED RGB pada tombol dan sisi keyboard, Anda tinggal menekan tombol Fn + Home atau Fn + End.50M Lifespan Gateron SwitchKeyboard Gaming Mekanikal Daxa M84 Classic menggunakan switch Gateron dengan durabilitas hingga 50 juta klik untuk tiap switch.Hot-swappable SwitchTeknologi hot swappable switch yang diaplikasikan pada Keyboard Gaming Mekanikal Daxa M84 Classic memungkinkan pengguna untuk mengganti atau mengombinasikan switch-nya dengan switch tipe lain, bahkan dari merek switch lainMacro Features & Game ModeKeyboard Gaming Mekanikal Daxa M84 Classic didukung dengan fitur Macro yang memungkinkan pengaturan tombol secara personal. Keyboard ini juga dilengkapi dengan Mode Game yang dapat diaktifkan secara mudah, yaitu dengan menekan tombol Fn + Tab.Spesifikasi TeknisDimensi: 316(P) x 126(L) x 41,5  2mm (T)Berat: 800gramJumlah Tombol: 84 TombolLampu Latar: LED RGBKonektivitas: Kabel USB 3.0Material: Plastik ABSUSB HUB: 2 port USB 2.0Panjang Kabel: 1,8mTipe kabel: BraidedDaya: 5V, 200mASistem operasi: Windows XP/VISTA/7/8/10, MacOSisi paket Daxa M84 Classic:1 Keyboard Daxa M84 Classic Mechanical Keyboard1 set Magnetic Keyboard Stand1 Kabel USB USB 3.0 to Type-C2 Keycap Tambahan4 Switch Cadangan1 Switch Puller1 Keycap Puller1 Kartu Garansi1 Buku Panduan",± 16 jam,20.888 Feedback Positif,dari 21.035 feedback,https://www.bukalapak.com/p/komputer/printer/tinta-printer/4gu6fdg-jual-keyboard-gaming-rexus-daxa-m84-classic-mechanical-keyboard-gaming
Keyboard Gaming Mechanical Armaggeddon MKA-1C NEO Psychswift 60% - Garansi Resmi 2 Tahun ,,,Rp599.000,Official Armaggeddon,Jakarta Utara,"Keyboard Gaming Mechanical Armaggeddon MKA-1C NEO Psychswift 60% - Garansi Resmi 2 TahunSimple DesainKeyboard Gaming Mechanical dari Armaggeddon dengan desain yang simple dan moderen, membuat penggunanya merasakan kendali penuh terhadap game yang sedang dimainkan.61 Keys Kevlartech Keyboard GamingSebagai Keyboard Gaming 60%, Keyboard Gaming Mechanical Armaggeddon MKA-1C NEO Psychswift mempunyai 61 tombol yang fungsional sekaligus menjadikan keyboard ini memiliki dimensi yang lebih ramping dibanding keyboard full keys maupun TKL. Dengan ukuran yang compact, Anda dapat memposisikan keyboard secara lebih bebas, tidak membutuhkan ruang yang terlalu luas.All keys anti-ghostingDengan fitur Anti-Ghosting, Keyboard Gaming Mechanical Armaggeddon MKA-1C NEO Psychswift dapat menekan beberapa tombol secara bersamaan hingga 21 tombol sekaligus tanpa adanya deley.Hot-swappable SwitchTeknologi hot swappable switch yang diaplikasikan pada keyboard gaming MKA-1C NEO Psychswift memungkinkan pengguna untuk mengganti atau mengombinasikan switch-nya dengan switch tipe lain.Specifications Keyboard Gaming:61 x Full LED mechanicalKoneksi : Kabel USB-TYPE APanjang kabel USB : 1.5mDimensi : Panjang : 290 x Lebar : 100 x Tinggi : 39mmBerat: 470 GramVarian Switch Keyboard Gaming:LINEAR Mechanical Switches : RED Switch, tidak memiliki umpan balik saat ditekan.TACTILE Mechanical Switches : BROWN Switch, umpan balik saat huruf/tombol keyboard ditekan. Akan terasa seperti ada suara klik atau ngeper.CLICKY Mechanical Switches : BLUE Switch, suara yang dihasilkan oleh setiap keypad saat ditekan. Suara yang dihasilkan yaitu bunyi klik.Package Content Keyboard Gaming:Keyboard Gaming Mechanical Armaggeddon MKA-1C NEO Psychswift 60%Panduan penggunaKey Cap PullerSwitch Puller2 x Addition SwitchInstruksi GaransiGaransi tidak perlu registerGaransi Perangkat Keras Terbatas 2 Tahun Armaggeddon",± 1-2 hari,2.570 Feedback Positif,dari 2.826 feedback,https://www.bukalapak.com/p/g-komputer/g-gaming/g-mouse-keyboard-gaming/4hjh92p-jual-keyboard-gaming-mechanical-armaggeddon-mka-1c-neo-psychswift-60-garansi-resmi-2-tahun
ONIKUMA G27 Wired 104 Keys Backlit Mechanical Gaming Keyboard Original ,,,Rp1.074.480,Future Store,Tangerang,G27 Wired 104 Keys ONIKUMA Backlit Mechanical Gaming Keyboard Original,± 17 jam,37.347 Feedback Positif,dari 37.418 feedback,https://www.bukalapak.com/p/handphone/spare-part-tools-handphone/4hj1eey-jual-onikuma-g27-wired-104-keys-backlit-mechanical-gaming-keyboard-original
Outemu Switch Mechanical Keyboard ,,,Rp2.490,Chemicy Gaming,Jakarta Pusat,"BARANG BARU 100% ORIGINALKeuntungan klean kalo belanja di Chemicy Gaming : Barang 100% ORIGINAL 100% NEW Garansi Resmi masing"" distributor Garansi tukar baru apabila barang diterima terdapat cacat fisik WAJIB VIDEO UNBOXING NO CUT / PAUSE Klaim Garansi MUDAH & PASTI DIBANTU sampai selesai Dapat packing lapis tambahan agar barang aman Fast delivery untuk Instant Kurir (Gojek / Grab) Fast proses untuk pengiriman ekspedisi Bisa request untuk pengiriman kurir khusus untuk barang besar (Kursi / Meja) Dapat BONUS merchandise extra selama tersediaDiwajibkan untuk rekam video saat unboxing barang (TANPA DI PAUSE / CUT) agar terdapat bukti valid jika misal ada cacat fisik / kerusakan saat diterima.Tanpa adanya video ini, maka garansi tukar tidak berlaku!Silahkan baca ketentuan, jam kerja serta kebijakan garansiMEMBELI = SUDAH MEMBACA & SETUJUSpesifikasi : Blue Switch : Actuantion force : 50cN ( TACTILE - CLICKY) Red Switch : Actuation force :45 cN ( LINEAR ) Brown Switch : Actuantion force : 50cN ( TACTILE - NON CLICKY) Black Switch : Actuation force :60 cN ( LINEAR ) All Switch 3 Pin MX CompatibleHARAP CEK STOCK SEBELUM ORDER",± 1-2 hari,4.556 Feedback Positif,dari 4.556 feedback,https://www.bukalapak.com/p/komputer/aksesoris-226/aksesoris-lainnya-241/4hoseuj-jual-outemu-switch-mechanical-keyboard
